question_id,assunto,card_key,link_type,precision,reason
27870,Demais Resoluções CONTRAN,contran_945_amarracao_carga,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
27877,Demais Resoluções CONTRAN,contran_945_amarracao_carga,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
27886,Demais Resoluções CONTRAN,ctb_licenciamento_crlv_digital,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
27890,Demais Resoluções CONTRAN,contran_916_modificacoes_veiculares,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
28220,Demais Resoluções CONTRAN,contran_916_modificacoes_veiculares,specific_high_precision,comment_or_subject_evidence_only,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão. Termos fortes não apareceram no enunciado/alternativas; não exibir automaticamente no modo Estudar agora.
517988,Demais Resoluções CONTRAN,contran_945_amarracao_carga,specific_high_precision,comment_or_subject_evidence_only,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão. Termos fortes não apareceram no enunciado/alternativas; não exibir automaticamente no modo Estudar agora.
624737,Demais Resoluções CONTRAN,contran_940_capacete_viseira_oculos,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
624802,Demais Resoluções CONTRAN,ctb_documentos_cnh_porte,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
778176,Demais Resoluções CONTRAN,contran_916_modificacoes_veiculares,specific_high_precision,comment_or_subject_evidence_only,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão. Termos fortes não apareceram no enunciado/alternativas; não exibir automaticamente no modo Estudar agora.
778177,Demais Resoluções CONTRAN,contran_955_carga_externa,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
778188,Demais Resoluções CONTRAN,contran_943_motofrete_mototaxi_requisitos,specific_high_precision,comment_or_subject_evidence_only,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão. Termos fortes não apareceram no enunciado/alternativas; não exibir automaticamente no modo Estudar agora.
778192,Demais Resoluções CONTRAN,subject_overview::demais-resolucoes-contran,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
805508,Demais Resoluções CONTRAN,ctb_documentos_cnh_porte,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
920559,Demais Resoluções CONTRAN,ctb_documentos_cnh_porte,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
986274,Demais Resoluções CONTRAN,contran_916_modificacoes_veiculares,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
1119572,Demais Resoluções CONTRAN,contran_945_amarracao_carga,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
1213370,Demais Resoluções CONTRAN,contran_916_modificacoes_veiculares,specific_high_precision,comment_or_subject_evidence_only,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão. Termos fortes não apareceram no enunciado/alternativas; não exibir automaticamente no modo Estudar agora.
1295470,Demais Resoluções CONTRAN,contran_970_luzes_veiculares,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
1402573,Demais Resoluções CONTRAN,subject_overview::demais-resolucoes-contran,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
1402677,Demais Resoluções CONTRAN,contran_945_amarracao_carga,specific_high_precision,comment_or_subject_evidence_only,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão. Termos fortes não apareceram no enunciado/alternativas; não exibir automaticamente no modo Estudar agora.
1473815,Demais Resoluções CONTRAN,contran_916_modificacoes_veiculares,specific_high_precision,comment_or_subject_evidence_only,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão. Termos fortes não apareceram no enunciado/alternativas; não exibir automaticamente no modo Estudar agora.
1498075,Demais Resoluções CONTRAN,contran_916_modificacoes_veiculares,specific_high_precision,comment_or_subject_evidence_only,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão. Termos fortes não apareceram no enunciado/alternativas; não exibir automaticamente no modo Estudar agora.
1498081,Demais Resoluções CONTRAN,contran_916_modificacoes_veiculares,specific_high_precision,comment_or_subject_evidence_only,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão. Termos fortes não apareceram no enunciado/alternativas; não exibir automaticamente no modo Estudar agora.
1498085,Demais Resoluções CONTRAN,subject_overview::demais-resolucoes-contran,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
1498087,Demais Resoluções CONTRAN,contran_916_modificacoes_veiculares,specific_high_precision,comment_or_subject_evidence_only,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão. Termos fortes não apareceram no enunciado/alternativas; não exibir automaticamente no modo Estudar agora.
1508607,Demais Resoluções CONTRAN,contran_945_amarracao_carga,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
1508608,Demais Resoluções CONTRAN,contran_955_carga_externa,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
1508610,Demais Resoluções CONTRAN,contran_955_carga_externa,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
1508615,Demais Resoluções CONTRAN,contran_955_carga_externa,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
1508616,Demais Resoluções CONTRAN,contran_955_carga_externa,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
1508618,Demais Resoluções CONTRAN,contran_955_carga_externa,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
1508622,Demais Resoluções CONTRAN,contran_955_carga_externa,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
1508625,Demais Resoluções CONTRAN,contran_955_carga_externa,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
1508628,Demais Resoluções CONTRAN,ctb_veiculos_classificacao_especie_categoria,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
1508629,Demais Resoluções CONTRAN,contran_955_carga_externa,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
1508665,Demais Resoluções CONTRAN,contran_1020_condutor_estrangeiro,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
1508666,Demais Resoluções CONTRAN,contran_916_modificacoes_veiculares,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
1508670,Demais Resoluções CONTRAN,contran_916_modificacoes_veiculares,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
1508677,Demais Resoluções CONTRAN,contran_916_modificacoes_veiculares,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
1508679,Demais Resoluções CONTRAN,contran_916_modificacoes_veiculares,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
1508790,Demais Resoluções CONTRAN,contran_945_amarracao_carga,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
1508791,Demais Resoluções CONTRAN,contran_945_amarracao_carga,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
1508793,Demais Resoluções CONTRAN,contran_945_amarracao_carga,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
1508796,Demais Resoluções CONTRAN,contran_945_amarracao_carga,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
1508799,Demais Resoluções CONTRAN,contran_945_amarracao_carga,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
1508801,Demais Resoluções CONTRAN,contran_945_amarracao_carga,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
1508806,Demais Resoluções CONTRAN,contran_945_amarracao_carga,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
1515880,Demais Resoluções CONTRAN,contran_970_luzes_veiculares,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
1515882,Demais Resoluções CONTRAN,contran_916_modificacoes_veiculares,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
1515883,Demais Resoluções CONTRAN,contran_970_luzes_veiculares,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
1515886,Demais Resoluções CONTRAN,contran_916_modificacoes_veiculares,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
1515889,Demais Resoluções CONTRAN,contran_970_luzes_veiculares,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
1576695,Demais Resoluções CONTRAN,contran_916_modificacoes_veiculares,specific_high_precision,comment_or_subject_evidence_only,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão. Termos fortes não apareceram no enunciado/alternativas; não exibir automaticamente no modo Estudar agora.
1577976,Demais Resoluções CONTRAN,contran_916_modificacoes_veiculares,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
1611252,Demais Resoluções CONTRAN,contran_916_modificacoes_veiculares,specific_high_precision,comment_or_subject_evidence_only,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão. Termos fortes não apareceram no enunciado/alternativas; não exibir automaticamente no modo Estudar agora.
1611255,Demais Resoluções CONTRAN,contran_916_modificacoes_veiculares,specific_high_precision,comment_or_subject_evidence_only,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão. Termos fortes não apareceram no enunciado/alternativas; não exibir automaticamente no modo Estudar agora.
1611263,Demais Resoluções CONTRAN,ctb_snt_competencias_municipio_estado_uniao,specific_medium_precision,comment_or_subject_evidence_only,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão. Termos fortes não apareceram no enunciado/alternativas; não exibir automaticamente no modo Estudar agora.
1611264,Demais Resoluções CONTRAN,contran_945_amarracao_carga,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
1611265,Demais Resoluções CONTRAN,contran_945_amarracao_carga,specific_high_precision,comment_or_subject_evidence_only,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão. Termos fortes não apareceram no enunciado/alternativas; não exibir automaticamente no modo Estudar agora.
1970088,Demais Resoluções CONTRAN,subject_overview::demais-resolucoes-contran,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
2002334,Demais Resoluções CONTRAN,contran_916_modificacoes_veiculares,specific_high_precision,comment_or_subject_evidence_only,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão. Termos fortes não apareceram no enunciado/alternativas; não exibir automaticamente no modo Estudar agora.
2003212,Demais Resoluções CONTRAN,contran_916_modificacoes_veiculares,specific_high_precision,comment_or_subject_evidence_only,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão. Termos fortes não apareceram no enunciado/alternativas; não exibir automaticamente no modo Estudar agora.
2011769,Demais Resoluções CONTRAN,contran_916_modificacoes_veiculares,specific_high_precision,comment_or_subject_evidence_only,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão. Termos fortes não apareceram no enunciado/alternativas; não exibir automaticamente no modo Estudar agora.
2017207,Demais Resoluções CONTRAN,ctb_documentos_cnh_porte,specific_high_precision,ambiguous_top_candidate,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão.
254757,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
300182,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
367428,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
376960,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
619953,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
625999,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
677913,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
713255,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,downgraded_weak_evidence,Vínculo específico rebaixado: a evidência era genérica/fraca. Exibir apenas panorama do assunto até revisão humana.
752504,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
807281,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
811058,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
844999,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
876891,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
886433,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
886434,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
916839,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
986288,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
1003981,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
1090611,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
1127221,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
1129590,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
1136039,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
1142122,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
1356767,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
1388875,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
1563390,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
1563392,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
1578030,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
1593387,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
1661707,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
1701315,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
1701322,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
1752818,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
1962888,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
2115669,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
2143102,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),subject_overview::disposicoes-finais-e-transitorias-do-ctb-arts-313-a-341-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
2143105,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),ctb_snt_competencias_municipio_estado_uniao,specific_medium_precision,comment_or_subject_evidence_only,Vínculo por assunto + termos do enunciado/alternativas/comentário. Exibir como card principal somente se importador aceitar score e revisão. Termos fortes não apareceram no enunciado/alternativas; não exibir automaticamente no modo Estudar agora.
312774,Disposições Preliminares (arts. 1º a 4º da Lei nº 9.503/1997),subject_overview::disposicoes-preliminares-arts-1-a-4-da-lei-n-9-503-1997,subject_overview_fallback,fallback_by_assunto,"Sem evidência suficiente para microcard específico. Exibir apenas como panorama do assunto, nunca como regra que resolve a questão."
624798,Disposições Preliminares (arts. 1º a 4º da Lei nº 9.503/1997),subject_overview::disposicoes-preliminares-arts-1-a-4-da-lei-n-9-503-1997,subject_overview_fallback,downgraded_weak_evidence,Vínculo específico rebaixado: a evidência era genérica/fraca. Exibir apenas panorama do assunto até revisão humana.
